Owner,Collection City,Collection City Lat,Collection City Long,Call Number,Position in Volume,Composer,Comp. Dates,Comp. Nationality,Title,Opera,P. City,P. State,P.Country,Publisher Lat,Publisher Long,Publisher,Date,Publication decade,Subject,Has t.p.?,Illustration?
Miss Kirby,New York,40.71427,-74.00597,LOC M1 .A15 v.13,55,"Buchannan, J.",,,Dupui's grand waltz,,New York,New York,United States,40.71427,-74.00597,Thomas Birch,,1830,Piano music,0,0
Miss Kirby,New York,40.71427,-74.00597,LOC M1 .A15 v.13,56,"Hesser, Jupiter Zeus",,,Jefferson Garden Waltz,,,,United States,,,,,1830,Piano music,0,0
Miss Kirby,New York,40.71427,-74.00597,LOC M1 .A15 v.13,57,,,,Quadrille allemande : a much admired new style of dancing with its proper figures,,New York,New York,United States,40.71427,-74.00597,Thomas Birch,1834,1830,Piano music,0,0
Miss Kirby,New York,40.71427,-74.00597,LOC M1 .A15 v.13,58,,,,Mr. Barry's minuet : for the piano forte,,New York,New York,United States,40.71427,-74.00597,Thomas Birch,,1830,Piano music,0,0
Miss Kirby,New York,40.71427,-74.00597,LOC M1 .A15 v.13,59,,,,Irish washerwoman,,New York,New York,United States,40.71427,-74.00597,Thomas Birch,,1830,Piano music,0,0
Miss Kirby,New York,40.71427,-74.00597,LOC M1 .A15 v.13,60,,,,Madame de Neuville's waltz : composed and arranged for the piano forte,,New York,New York,United States,40.71427,-74.00597,Atwill,,1830,Piano music,0,0
Miss Kirby,New York,40.71427,-74.00597,LOC M1 .A15 v.13,61,,,,Chase : a round : subject from Ferari,,New York,New York,United States,40.71427,-74.00597,Firth & Hall,,1830,"Glees, catches, rounds, etc.",0,0
Miss Kirby,New York,40.71427,-74.00597,LOC M1 .A15 v.13,62,"Moran, P. K. (Peter K.)",1767-1831,Irish,Favorite Swiss waltz,,New York,New York,United States,40.71427,-74.00597,Thomas Birch,,1830,Piano music,0,0
Annie M. Watson,New York,40.71427,-74.00597,LOC M1 .A15 v.130,1,"Hu?nten, Franz",1793-1878,German,F. Hunten's celebrated instructions,,New York,New York,United States,40.71427,-74.00597,Leavitt and Company,1850,1850,Lesson books,1,0
Annie M. Watson,New York,40.71427,-74.00597,LOC M1 .A15 v.130,2,"Bellak, James",1813-1891,Austrian,My heart's light schottisch,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,J.E. Gould,1855,1850,Piano music,1,0
Annie M. Watson,New York,40.71427,-74.00597,LOC M1 .A15 v.130,3,"Harris, Franklin L.",,,Grisi schottisch,,New York,New York,United States,40.71427,-74.00597,Berry & Gordon,1854,1850,Piano music,1,1
Annie M. Watson,New York,40.71427,-74.00597,LOC M1 .A15 v.130,4,"Bellak, James",1813-1891,Austrian,Turkish galop,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,Lee & Walker,1854,1850,Piano music,1,0
Annie M. Watson,New York,40.71427,-74.00597,LOC M1 .A15 v.130,5,"Bellak, James",1813-1891,Austrian,Rigoletto,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,J.E. Gould,1855,1850,Piano music,1,0
Annie M. Watson,New York,40.71427,-74.00597,LOC M1 .A15 v.130,6,"Bellak, James",1813-1891,Austrian,[Shower of melodies],,New York,New York,United States,40.71427,-74.00597,"Firth, Pond & Co.",1855,1850,Piano music,1,0
Annie M. Watson,New York,40.71427,-74.00597,LOC M1 .A15 v.130,7,Dodworth's Band,,,Amelia polka,,New York,New York,United States,40.71427,-74.00597,H.B. Dodworth,1855,1850,Piano music,1,0
Annie M. Watson,New York,40.71427,-74.00597,LOC M1 .A15 v.130,8,"Densari, P. Y. (Peno Y.)",,,Sontag polka,,New York,New York,United States,40.71427,-74.00597,S. Pearson,1853,1850,Piano music,0,0
Annie M. Watson,New York,40.71427,-74.00597,LOC M1 .A15 v.130,9,"Scherpf, John C.",,,Schottisch,,New York,New York,United States,40.71427,-74.00597,Vanderbeek,1850,1850,Piano music,1,0
Annie M. Watson,New York,40.71427,-74.00597,LOC M1 .A15 v.130,10,"Philippi, M.",,,Hand organ polka,,New York,New York,United States,40.71427,-74.00597,"Firth, Pond & Co.",1855,1850,Piano music,0,0
Annie M. Watson,New York,40.71427,-74.00597,LOC M1 .A15 v.130,11,"Le Carpentier, A.",1809-1869,French,"Carabine, polka militaire",,New York,New York,United States,40.71427,-74.00597,S. Pearson,,1850,Piano music,0,0
Annie M. Watson,New York,40.71427,-74.00597,LOC M1 .A15 v.130,12,"Blumenthal, Jacques",1829-1908,German,Crown diamonds,,Boston,Massachusetts,United States,42.35843,-71.05977,Oliver Ditson,1854,1850,Piano music,1,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,1,"Colman, H. S.",,English immigrant,Grave of Lilly Dale,,Baltimore,Maryland,United States,39.29038,-76.61219,Henry McCaffrey,,1850,Songs with guitar,1,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,2,"Romani, C.",,,Fare thee well all ties are broken,,Baltimore,Maryland,United States,39.29038,-76.61219,Henry McCaffrey,1853,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,3,"Wallerstein, A. (Anton)",1813-1892,German,Songs of love,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,J.E. Gould,1854,1850,Songs with guitar,1,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,4,"Cramer, Henri",1818-1877,German,How can I leave thee!,,Baltimore,Maryland,United States,39.29038,-76.61219,F.D. Benteen,1852,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,5,"Weiland, Francis",,,Carrier dove,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,George Willig,,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,6,"Weiland, Francis",,,Dream is past,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,George Willig,,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,7,"Wolseiffer, P. M.",1808-1872,,Ah! Don't mingle,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,George Willig,,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,8,"Weiland, Francis",,,Ah dearest once more returning,,Baltimore,Maryland,United States,39.29038,-76.61219,W.C. Peters,,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,9,"Peters, W. C. (William Cumming)",1805-1866,English immigrant,O would I were a boy again,,Baltimore,Maryland,United States,39.29038,-76.61219,W.C. Peters,,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,10,"Glover, Charles William",1806-1863,English,Melodies of many lands,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,A. Fiot,,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,11,"Meignen, Leopold",1793-1873,French,My boat is on the shore,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,George Willig,,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,12,"Schubert, Franz",1797-1828,Austrian,Serenade,,Boston,Massachusetts,United States,42.35843,-71.05977,George P. Reed,1848,1850,Songs with guitar,1,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,13,"Rodwell, G. Herbert (George Herbert)",1800-1852,English,Oh! Charming May,,New York,New York,United States,40.71427,-74.00597,William Hall & Son,1851,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,14,"Weiland, Francis",,,Come play that simple air again,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,George Willig,1841,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,15,"Kelley, Robert",,,Familiar airs for the guitar,,St. Louis,Missouri,United States,38.62727,-90.19789,Balmer & Weber,,1850,Songs with guitar,1,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,16,"Glover, Charles William",1806-1863,English,Cavalier,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,Lee & Walker,,1850,Songs with guitar,1,1
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,17,"Lhulier, J.",,,Blind flower girl,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,George Willig,,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,18,"Weiland, Francis",,,Come o'er the moonlit sea,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,George Willig,,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,19,"Blackmar, A. E.",1826-1888,American,Health to the outward bound,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,Lee & Walker,1849,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,20,"Glover, Stephen",1813-1870,English,Blanche Alpen,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,J.E. Gould,1848,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,21,"Hodson, G. A. (George Alexander)",1800-1863,English,Annot Lyle,,Baltimore,Maryland,United States,39.29038,-76.61219,W.C. Peters,,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,22,"Weiland, Francis",,,Oh! Cast that shadow,,Baltimore,Maryland,United States,39.29038,-76.61219,W.C. Peters,1842,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,23,"Root, George F. (George Frederick)",1820-1895,American,Hazel Dell,,New York,New York,United States,40.71427,-74.00597,William Hall & Son,1854,1850,Songs with guitar,1,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,24,"Donizetti, Gaetano",1797-1848,Italian,Child of the regiment,Fille du Régiment,St. Louis,Missouri,United States,38.62727,-90.19789,Balmer & Weber,,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,25,,,,Life's happy moments,,Baltimore,Maryland,United States,39.29038,-76.61219,Miller & Beacham,1854,1850,Songs with guitar,1,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,26,,,,Annie Lawrie : Scotch ballad,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,J.E. Gould,1850,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,27,"Weiland, Francis",,,Let me rest in the land of my birth,,Louisville,Kentucky,United States,38.25424,-85.75941,W.C. Peters,1842,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,28,"Kruger, Fr. J.",,,Festival quick step,,New York,New York,United States,40.71427,-74.00597,"Firth, Pond & Co.",1854,1850,Guitar music,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,29,"Kelley, Robert",,,Awake sweet love,,Louisville,Kentucky,United States,38.25424,-85.75941,G.W. Brainard & Co.,1854,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,30,"Hewitt, John Hill",1801-1890,American,Dying girl,,Baltimore,Maryland,United States,39.29038,-76.61219,Henry McCaffrey,1853,1850,Songs with guitar,1,1
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,31,"Gilles, H. N. (Henri-Noe?l)",1778-1834,French immigrant,Alice Gray,,Baltimore,Maryland,United States,39.29038,-76.61219,John Cole,,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,32,"Lhulier, J.",,,Bring flowers,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,George Willig,,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,33,"Weiland, Francis",,,Come sit thee down! : a favorite Scotch ballad,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,George Willig,,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,34,"Bellini, Vincenzo",1801-1835,Italian,It was here in accents sweetest,Puritani,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,Lee & Walker,1855,1850,Songs with guitar,1,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,35,"Knight, Joseph Philip",1812-1887,English,She wore a wreath of roses,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,George Willig,1838,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,36,"Carusi, Samuel",,Italian immigrant,Bird at sea,,Baltimore,Maryland,United States,39.29038,-76.61219,John Cole,,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,37,"Schmitz, Adolph",1796-1890,German immigrant,Mary of Argyle : an admired Scotch song,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,J.E. Gould,,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,38,"Meignen, Leopold",1793-1873,French,Away! Away! To the mountains brow,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,George Willig,1832,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,39,"Weiland, Francis",,,Pestal,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,Lee & Walker,1851,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,40,"Lee, Alexander",1802-1851,English,I am dreaming of thee,,Louisville,Kentucky,United States,38.25424,-85.75941,"Peters, Webb & Co",1850,1850,Songs with guitar,1,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,41,"Gawronski, Leon R.",,,Good hope waltz,,New York,New York,United States,40.71427,-74.00597,William Hall & Son,,1850,Guitar music (duets),0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,42,"Russell, Henry",1812-1900,English,Woodman spare that tree!,,New York,New York,United States,40.71427,-74.00597,"Firth, Pond & Co.",1838,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,43,"Slade, Charles",,,Thou hast learned to love another,,Boston,Massachusetts,United States,42.35843,-71.05977,Oliver Ditson,1849,1850,Songs with guitar,1,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,44,"Lenschow, Charles",1821-1890,German immigrant,May song,,Baltimore,Maryland,United States,39.29038,-76.61219,Henry McCaffrey,1855,1850,Songs with guitar,1,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,45,"Meignen, Leopold",1793-1873,French,Bride's farewell,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,A. Fiot,,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,46,"Schmitz, Adolph",1796-1890,German immigrant,Fairy bells,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,George Willig,,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,47,"Weiland, Francis",,,Tis sad to think upon the joyous days of old,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,George Willig,1844,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,48,"Lemon, William J.",,,Child and the stars,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,J.E. Gould,1853,1850,Songs with guitar,1,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,49,"Lines, Jenny",,,Ossian's serenade,,Boston,Massachusetts,United States,42.35843,-71.05977,Oliver Ditson,1852,1850,Songs with guitar,0,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,50,"Magruder, James E.",,,I have something sweet to tell you,,Baltimore,Maryland,United States,39.29038,-76.61219,W.C. Peters,1850,1850,Songs with guitar,1,0
Kate T. Weast,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.131,51,"Romani, C.",,,Home by the sea,,Baltimore,Maryland,United States,39.29038,-76.61219,Henry McCaffrey,1853,1850,Songs with guitar,0,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,1,"Walker, Edward L.",,,Ever be happy!,,New York,New York,United States,40.71427,-74.00597,S.T. Gordon,1849,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,2,"Dufferin and Clandeboye, Helen Selina Blackwood, Baroness",1807-1867,English,Oh Bay of Dublin,,Boston,Massachusetts,United States,42.35843,-71.05977,Oliver Ditson,,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,3,"Petri, John F.",1811-1892,German immigrant,How can I leave thee!,,Baltimore,Maryland,United States,39.29038,-76.61219,F.D. Benteen,1851,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,4,"Williams, Langton",1832-1896,,Amid the glad throng here to-night,,Boston,Massachusetts,United States,42.35843,-71.05977,Oliver Ditson,,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,5,"Maeder, J. Gaspard (James Gaspard)",1809-1876,English immigrant,Teddy O'Neale,,Boston,Massachusetts,United States,42.35843,-71.05977,Oliver Ditson,1858,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,6,"Mendelssohn, Felix",1809-1847,German,Tis thus ordained,,New York,New York,United States,40.71427,-74.00597,William Hall & Son,,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,7,"Phillips, Austin",1805-1851,English immigrant,"Maiden, wrap thy mantle round thee!",,Boston,Massachusetts,United States,42.35843,-71.05977,Oliver Ditson,,1850,Songs with piano,0,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,8,,,,There's nae room for twa : Scotch ballad,,Boston,Massachusetts,United States,42.35843,-71.05977,Oliver Ditson,1852,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,9,"Converse, Charles C. (Charles Crozat)",1832-1918,American,Aileen Aroon,,Boston,Massachusetts,United States,42.35843,-71.05977,Oliver Ditson,1853,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,10,"Glover, Charles William",1806-1863,English,Do they think of me at home?,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,Lee & Walker,1859,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,11,"Wood, David",,,I've brought thee an ivy leaf,,New York,New York,United States,40.71427,-74.00597,S.T. Gordon,1859,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,12,"Winner, Joseph E. (Joseph Eastburn)",1837-1918,American,Angel friends,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,Marsh,1862,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,13,"Gubert, T. E.",,,Ingle side : a favorite Scotch song,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,George Willig,1828,1850,Songs with piano,0,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,14,"Preuss, Henry Clay",,,Dream no more,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,A. Fiot,1852,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,15,"Converse, Charles C. (Charles Crozat)",1832-1918,American,Rock beside the sea,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,Lee & Walker,1857,1850,Songs with piano,1,1
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,16,"Massett, Stephen C.",1820-1898,English immigrant,Our good ship sails to-night,,New York,New York,United States,40.71427,-74.00597,"Firth, Pond & Co.",1861,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,17,"Bosetti, Carlo",,Italian,Would I were with thee,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,Lee & Walker,1850,1850,Songs with piano,1,1
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,18,"Russell, Henry",1812-1900,English,Woodman spare that tree!,,New York,New York,United States,40.71427,-74.00597,S.T. Gordon,1837,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,19,"Thomas, J. R. (John Rogers)",1829-1896,Welsh immigrant,Pleasant memories,,New York,New York,United States,40.71427,-74.00597,William Hall & Son,1860,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,20,"Thomas, J. R. (John Rogers)",1829-1896,Welsh immigrant,Happy be thy dreams,,New York,New York,United States,40.71427,-74.00597,William Hall & Son,1859,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,21,"Hewitt, John Hill",1801-1890,American,Sleeping I dreamed love,,New York,New York,United States,40.71427,-74.00597,William Hall & Son,1844,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,22,"Kreipl, Joseph",1805-1866,Austrian,May breezes,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,Lee & Walker,,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,23,"Knight, Joseph Philip",1812-1887,English,"New year's come, or the Chimes",,Boston,Massachusetts,United States,42.35843,-71.05977,Oliver Ditson,1853,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,24,"Linley, George",1798-1865,English,Thou art gone from my gaze,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,Lee & Walker,,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,25,,,,Twilight dews,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,Lee & Walker,,1850,Songs with piano,0,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,26,,,,Widow of Nain,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,Lee & Walker,,1850,Songs with piano,0,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,27,"Kneass, Nelson",1823-1868,American,Ben Bolt,,Cincinnati,Ohio,United States,39.162,-84.45689,W.C. Peters,1848,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,28,"Osgood, Mrs. (Frances Sargent)",1811-1850,American,Call me pet names,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,Lee & Walker,1851,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,29,"Lover, Samuel",1797-1868,Irish,Molly Bawn why leave me pining : a favorite Irish ballad,,Boston,Massachusetts,United States,42.35843,-71.05977,Oliver Ditson,,1850,Songs with piano,0,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,30,"Glover, Stephen",1813-1870,English,Blanche Alpen,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,George Willig,,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,31,"Woodbury, I. B. (Isaac Baker)",1819-1858,American,Sailor boy's last dream,,Boston,Massachusetts,United States,42.35843,-71.05977,E.H. Wade,1846,1850,Songs with piano,0,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,32,"Jarvis, Charles",1809-1871,English immigrant,Lulu : a beautiful song,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,J.E. Gould,1853,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,33,"Jones, J.",,,Merry bugle,,Boston,Massachusetts,United States,42.35843,-71.05977,Oliver Ditson,1845,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,34,,,,Thou art so near,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,Lee & Walker,,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,35,,,,Search thro' the wide world,,New York,New York,United States,40.71427,-74.00597,William Hall & Son,,1850,Songs with piano,1,1
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,36,"Meyerbeer, Giacomo",1791-1864,German,"Robert, all I love!",Robert le diable,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,Lee & Walker,1855,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,37,"Bellini, Vincenzo",1801-1835,Italian,As I view these scenes so charming!,Sonnambula,Baltimore,Maryland,United States,39.29038,-76.61219,George Willig Jr.,,1850,Songs with piano,0,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,38,"Verdi, Giuseppe",1813-1901,Italian,Ernani involami,Ernani,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,J.E. Gould,1847,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,39,"Rossini, Gioacchino",1792-1868,Italian,Una voce poco fa,Barbiere di Siviglia,Boston,Massachusetts,United States,42.35843,-71.05977,Oliver Ditson,,1850,Songs with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,40,,,,Last beam is shining,,New York,New York,United States,40.71427,-74.00597,"Firth, Pond & Co.",,1850,Songs with piano,0,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,41,"Mendelssohn, Felix",1809-1847,German,I would that my love,,New York,New York,United States,40.71427,-74.00597,William Hall & Son,,1850,Vocal duets with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,42,"Mendelssohn, Felix",1809-1847,German,Passage bird's farewell,,New York,New York,United States,40.71427,-74.00597,William Hall & Son,,1850,Vocal duets with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,43,"Mendelssohn, Felix",1809-1847,German,Greeting,,New York,New York,United States,40.71427,-74.00597,William Hall & Son,,1850,Vocal duets with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,44,"Mendelssohn, Felix",1809-1847,German,Autumn song,,New York,New York,United States,40.71427,-74.00597,William Hall & Son,,1850,Vocal duets with piano,1,0
Mary B. Reed,Washington,38.89511,-77.03637,LOC M1 .A15 v.132,45,"Mendelssohn, Felix",1809-1847,German,O wert  thou in the cauld blast,,New York,New York,United States,40.71427,-74.00597,William Hall & Son,,1850,Vocal duets with piano,1,0
